effect,group,term,estimate,std.error,statistic,df,p.value
ran_pars,subj_id,cor__(Intercept).X_i,0.463,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,52.602,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.541,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.708,NA,NA,NA,NA
fixed,NA,(Intercept),803.417,14.081,57.058,126.626,0
fixed,NA,X_i,97.21,19.431,5.003,49.141,0
ran_pars,subj_id,sd__(Intercept),102.58,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.611,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,23.238,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),65.113,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.077,NA,NA,NA,NA
fixed,NA,(Intercept),782.438,15.029,52.062,122.544,0
fixed,NA,X_i,22.728,21.893,1.038,52.626,0.304
ran_pars,subj_id,sd__(Intercept),105.752,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.231,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,48.163,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.761,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.834,NA,NA,NA,NA
fixed,NA,(Intercept),815.378,14.56,56.003,132.165,0
fixed,NA,X_i,104.654,19.32,5.417,50.922,0
ran_pars,subj_id,sd__(Intercept),110.327,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.001,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,34.952,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),64.091,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.341,NA,NA,NA,NA
fixed,NA,(Intercept),812.836,14.744,55.131,107.156,0
fixed,NA,X_i,59.568,23.015,2.588,50.428,0.013
ran_pars,subj_id,sd__(Intercept),94.046,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.218,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.37,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.644,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.431,NA,NA,NA,NA
fixed,NA,(Intercept),804.936,16.855,47.756,114.987,0
fixed,NA,X_i,51.809,25.373,2.042,49.836,0.046
ran_pars,subj_id,sd__(Intercept),112.407,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.347,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.795,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),86.41,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,205.14,NA,NA,NA,NA
fixed,NA,(Intercept),784.028,14.696,53.348,108.613,0
fixed,NA,X_i,53.743,22.79,2.358,50.308,0.022
ran_pars,subj_id,sd__(Intercept),94.546,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.251,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.068,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.036,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.799,NA,NA,NA,NA
fixed,NA,(Intercept),760.578,14.187,53.612,110.104,0
fixed,NA,X_i,60.328,22.081,2.732,52.725,0.009
ran_pars,subj_id,sd__(Intercept),92.395,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.232,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,48.986,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.447,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.088,NA,NA,NA,NA
fixed,NA,(Intercept),798.896,13.868,57.606,101.231,0
fixed,NA,X_i,59.878,22.359,2.678,51.705,0.01
ran_pars,subj_id,sd__(Intercept),84.997,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.12,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.26,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.88,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.356,NA,NA,NA,NA
fixed,NA,(Intercept),816.329,14.437,56.543,117.764,0
fixed,NA,X_i,30.62,21.221,1.443,49.143,0.155
ran_pars,subj_id,sd__(Intercept),98.673,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.459,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,24.596,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),71.829,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.55,NA,NA,NA,NA
fixed,NA,(Intercept),790.625,15.002,52.701,110.458,0
fixed,NA,X_i,66.773,22.978,2.906,49.587,0.005
ran_pars,subj_id,sd__(Intercept),97.677,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.184,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,30.567,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.941,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.012,NA,NA,NA,NA
fixed,NA,(Intercept),788.562,14.308,55.113,122.31,0
fixed,NA,X_i,40.534,20.576,1.97,50.516,0.054
ran_pars,subj_id,sd__(Intercept),100.918,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.106,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,34.433,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),68.831,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.501,NA,NA,NA,NA
fixed,NA,(Intercept),754.237,14.736,51.184,117.212,0
fixed,NA,X_i,56.369,22.011,2.561,51.488,0.013
ran_pars,subj_id,sd__(Intercept),100.259,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.045,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,42.424,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.702,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.789,NA,NA,NA,NA
fixed,NA,(Intercept),787.147,14.535,54.156,115.89,0
fixed,NA,X_i,74.355,22.059,3.371,53.182,0.001
ran_pars,subj_id,sd__(Intercept),98.038,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.311,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,51.011,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.291,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.394,NA,NA,NA,NA
fixed,NA,(Intercept),814.485,15.194,53.605,107.478,0
fixed,NA,X_i,79.291,23.469,3.379,48.432,0.001
ran_pars,subj_id,sd__(Intercept),96.914,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.69,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,17.414,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.254,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.606,NA,NA,NA,NA
fixed,NA,(Intercept),793.237,16.59,47.813,109.929,0
fixed,NA,X_i,20.599,25.654,0.803,50.264,0.426
ran_pars,subj_id,sd__(Intercept),107.084,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.398,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.831,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.341,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.966,NA,NA,NA,NA
fixed,NA,(Intercept),823.076,15.485,53.153,123.515,0
fixed,NA,X_i,84.756,22.179,3.821,50.049,0
ran_pars,subj_id,sd__(Intercept),109.354,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.552,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,33.315,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.889,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.415,NA,NA,NA,NA
fixed,NA,(Intercept),775.959,13.623,56.96,121.972,0
fixed,NA,X_i,44.683,19.878,2.248,53.721,0.029
ran_pars,subj_id,sd__(Intercept),96.295,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.18,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,48.682,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),65.089,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.533,NA,NA,NA,NA
fixed,NA,(Intercept),782.986,15.017,52.14,109.008,0
fixed,NA,X_i,64.426,23.351,2.759,51.23,0.008
ran_pars,subj_id,sd__(Intercept),96.885,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.406,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.257,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),78.522,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.037,NA,NA,NA,NA
fixed,NA,(Intercept),784.15,16.634,47.142,109.741,0
fixed,NA,X_i,49.849,25.86,1.928,51.164,0.059
ran_pars,subj_id,sd__(Intercept),107.252,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.078,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,47.049,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.621,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.274,NA,NA,NA,NA
fixed,NA,(Intercept),812.13,15.937,50.959,122.113,0
fixed,NA,X_i,52.732,22.939,2.299,48.959,0.026
ran_pars,subj_id,sd__(Intercept),111.306,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.215,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,24.139,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),78.134,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.966,NA,NA,NA,NA
fixed,NA,(Intercept),796.265,15.555,51.191,100.495,0
fixed,NA,X_i,53.234,24.936,2.135,49.429,0.038
ran_pars,subj_id,sd__(Intercept),94.305,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.634,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,31.192,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),85.181,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.781,NA,NA,NA,NA
fixed,NA,(Intercept),778.189,15.599,49.886,110.968,0
fixed,NA,X_i,31.973,24.038,1.33,50.827,0.189
ran_pars,subj_id,sd__(Intercept),101.593,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.622,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.625,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.334,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.741,NA,NA,NA,NA
fixed,NA,(Intercept),818.319,14.787,55.341,99.535,0
fixed,NA,X_i,40.979,23.986,1.708,51.095,0.094
ran_pars,subj_id,sd__(Intercept),89.161,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.388,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.251,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.031,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.923,NA,NA,NA,NA
fixed,NA,(Intercept),797.336,16.561,48.146,103.623,0
fixed,NA,X_i,71.917,26.259,2.739,49.674,0.009
ran_pars,subj_id,sd__(Intercept),102.459,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.288,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.283,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),89.809,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.542,NA,NA,NA,NA
fixed,NA,(Intercept),834.704,13.996,59.639,120.849,0
fixed,NA,X_i,77.215,20.444,3.777,52.329,0
ran_pars,subj_id,sd__(Intercept),98.108,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.429,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.032,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),67.531,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,205.283,NA,NA,NA,NA
fixed,NA,(Intercept),796.32,15.151,52.557,114.157,0
fixed,NA,X_i,67.337,22.813,2.952,49.752,0.005
ran_pars,subj_id,sd__(Intercept),100.991,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.153,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,31.833,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.271,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.976,NA,NA,NA,NA
fixed,NA,(Intercept),803.785,16.135,49.817,115.239,0
fixed,NA,X_i,-6.129,24.602,-0.249,52.715,0.804
ran_pars,subj_id,sd__(Intercept),107.854,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.197,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,54.089,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.464,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.951,NA,NA,NA,NA
fixed,NA,(Intercept),770.974,15.706,49.087,104.928,0
fixed,NA,X_i,7.619,24.675,0.309,49.152,0.759
ran_pars,subj_id,sd__(Intercept),98.196,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.09,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,27.915,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.422,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.489,NA,NA,NA,NA
fixed,NA,(Intercept),764.572,14.755,51.816,102.988,0
fixed,NA,X_i,44.242,23.372,1.893,49.486,0.064
ran_pars,subj_id,sd__(Intercept),91.333,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.105,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,30.046,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),79.456,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.487,NA,NA,NA,NA
fixed,NA,(Intercept),805.067,16.151,49.847,119.607,0
fixed,NA,X_i,69.451,23.752,2.924,50.298,0.005
ran_pars,subj_id,sd__(Intercept),111.043,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.293,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.442,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.411,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.748,NA,NA,NA,NA
fixed,NA,(Intercept),808.639,14.337,56.403,110.877,0
fixed,NA,X_i,94.773,21.853,4.337,49.312,0
ran_pars,subj_id,sd__(Intercept),93.785,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.504,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,26.835,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.031,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.703,NA,NA,NA,NA
fixed,NA,(Intercept),806.175,14.639,55.071,102.794,0
fixed,NA,X_i,56.844,23.264,2.443,49.976,0.018
ran_pars,subj_id,sd__(Intercept),90.5,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.09,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,34.151,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),78.871,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.749,NA,NA,NA,NA
fixed,NA,(Intercept),787.83,16.672,47.255,107.189,0
fixed,NA,X_i,60.424,26.068,2.318,50.036,0.025
ran_pars,subj_id,sd__(Intercept),105.72,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.09,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,38.476,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),88.875,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.554,NA,NA,NA,NA
fixed,NA,(Intercept),792.067,15.15,52.283,117.396,0
fixed,NA,X_i,76.222,22.45,3.395,49.75,0.001
ran_pars,subj_id,sd__(Intercept),102.932,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.228,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,31.26,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.092,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.015,NA,NA,NA,NA
fixed,NA,(Intercept),803.369,16.72,48.049,106.172,0
fixed,NA,X_i,36.708,26.626,1.379,52.626,0.174
ran_pars,subj_id,sd__(Intercept),105.198,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.11,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,57.778,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),89.738,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.878,NA,NA,NA,NA
fixed,NA,(Intercept),790.89,15.622,50.627,115.146,0
fixed,NA,X_i,42.165,23.401,1.802,49.512,0.078
ran_pars,subj_id,sd__(Intercept),104.618,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.386,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,30.36,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),79.494,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.571,NA,NA,NA,NA
fixed,NA,(Intercept),785.199,16.547,47.453,99.238,0
fixed,NA,X_i,52.012,26.786,1.942,50.074,0.058
ran_pars,subj_id,sd__(Intercept),99.186,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.215,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.775,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),91.494,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.924,NA,NA,NA,NA
fixed,NA,(Intercept),815.857,15.661,52.096,126.311,0
fixed,NA,X_i,36.78,21.885,1.681,49.142,0.099
ran_pars,subj_id,sd__(Intercept),112.751,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.62,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,25.374,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.079,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.676,NA,NA,NA,NA
fixed,NA,(Intercept),822.666,14.942,55.059,89.843,0
fixed,NA,X_i,30.761,25.265,1.218,51.308,0.229
ran_pars,subj_id,sd__(Intercept),83.181,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.064,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,46.988,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),85.438,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.841,NA,NA,NA,NA
fixed,NA,(Intercept),815.319,15.583,52.321,115.798,0
fixed,NA,X_i,23.903,23.375,1.023,50.201,0.311
ran_pars,subj_id,sd__(Intercept),104.64,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.193,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.124,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),79.252,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.384,NA,NA,NA,NA
fixed,NA,(Intercept),806.388,17.053,47.286,93.251,0
fixed,NA,X_i,-10.342,28.244,-0.366,49.623,0.716
ran_pars,subj_id,sd__(Intercept),97.386,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.215,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.153,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),96.952,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.811,NA,NA,NA,NA
fixed,NA,(Intercept),800.033,14.021,57.058,112.841,0
fixed,NA,X_i,56.126,21.031,2.669,48.433,0.01
ran_pars,subj_id,sd__(Intercept),93.1,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.159,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,16.238,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),71.332,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.936,NA,NA,NA,NA
fixed,NA,(Intercept),795.275,16.728,47.54,108.702,0
fixed,NA,X_i,55.546,25.929,2.142,49.569,0.037
ran_pars,subj_id,sd__(Intercept),107.061,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.531,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,33.788,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),88.683,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.064,NA,NA,NA,NA
fixed,NA,(Intercept),815.691,15.444,52.815,122.328,0
fixed,NA,X_i,71.547,22.42,3.191,51.297,0.002
ran_pars,subj_id,sd__(Intercept),108.297,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.171,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,42.067,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.21,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.406,NA,NA,NA,NA
fixed,NA,(Intercept),816.337,14.071,58.014,112.169,0
fixed,NA,X_i,28.926,21.898,1.321,54.765,0.192
ran_pars,subj_id,sd__(Intercept),92.918,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.029,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,57.322,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.025,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.937,NA,NA,NA,NA
fixed,NA,(Intercept),822.745,13.776,59.725,113.904,0
fixed,NA,X_i,34.782,20.982,1.658,52.571,0.103
ran_pars,subj_id,sd__(Intercept),92.206,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.262,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,46.08,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),69.517,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.2,NA,NA,NA,NA
fixed,NA,(Intercept),793.795,15.359,51.684,118.986,0
fixed,NA,X_i,84.157,22.506,3.739,49.378,0
ran_pars,subj_id,sd__(Intercept),105.471,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.178,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,28.17,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.328,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.625,NA,NA,NA,NA
fixed,NA,(Intercept),808.62,15.946,50.709,123.244,0
fixed,NA,X_i,84.089,23.021,3.653,50.523,0.001
ran_pars,subj_id,sd__(Intercept),111.97,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.263,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.854,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.901,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,194.134,NA,NA,NA,NA
fixed,NA,(Intercept),788.463,15.7,50.219,113.678,0
